tx_id,timestamp,project_id,milestone_id,donor_address,ngo_address,auditor_address,amount_eth,wallet_balance_eth,amount_to_wallet_ratio,receipt_count_24h,release_count_24h,hour_of_day,day_of_week,label
023808b5-9ae8-4109-a710-6f7f531625b3,2026-03-22T12:41:19+00:00,17,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,62.162828,248.651313,0.250000,2,1,12,6,normal
83c109eb-3bf0-412b-a16f-d898554a7ac1,2026-04-04T08:13:19+00:00,24,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,68.296182,302.283910,0.225934,3,1,8,5,normal
f2f3ef6b-7856-4afb-b19c-4eabb8b809be,2026-04-16T11:07:19+00:00,27,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,9.482775,19.032630,0.498238,1,2,11,3,normal
f0473533-cd0b-45e6-a195-cb69109627c9,2026-04-25T05:18:19+00:00,5,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.318724,0.782117,0.407514,1,1,5,5,normal
f85af8b2-60c2-4159-85f2-c6a0eb750e6e,2026-03-19T19:52:19+00:00,33,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,3.071721,10.748714,0.285776,1,1,19,3,normal
4f66c898-592c-41fc-99c2-b2e051b8399f,2026-04-15T12:28:19+00:00,48,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,5.266023,6.286797,0.837632,1,0,12,2,normal
83df96a8-4bd6-40a8-81c1-4f8857c1cdfe,2026-03-20T11:34:19+00:00,27,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,19.110303,68.576665,0.278671,2,2,11,4,normal
d2c5137d-2149-42bd-97f6-d832901bc6f6,2026-03-23T11:54:19+00:00,33,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,10.207303,17.781253,0.574049,2,3,11,0,normal
9259f199-0ca7-4080-8d5c-20d5ac723acb,2026-04-21T10:08:19+00:00,13,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,15.590869,17.586047,0.886548,0,1,10,1,normal
fd4063f8-bb5d-4c5e-9f1f-23bdd1323a0d,2026-04-01T16:19:19+00:00,49,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,4.735124,14.560087,0.325213,2,1,16,2,normal
c35061b3-f242-4e00-9409-608929e9a179,2026-03-18T06:44:19+00:00,29,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,3.125157,5.844897,0.534681,2,2,6,2,normal
042eb260-186b-48f5-9933-b87305510eb3,2026-04-04T18:45:19+00:00,18,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,12.960147,39.379684,0.329107,0,1,18,5,normal
68292601-1445-426d-8343-091c60b01b97,2026-04-14T18:53:19+00:00,4,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.484902,2.747216,0.176507,3,1,18,1,normal
8ff49da8-f223-4986-b786-527f679ba33c,2026-03-25T17:12:19+00:00,15,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,6.885848,11.997174,0.573956,1,0,17,2,normal
2c0d78d5-22ea-4611-8f8e-b94c4d9571dd,2026-04-10T16:30:19+00:00,30,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,40.930412,362.356034,0.112956,1,2,16,4,normal
3c18cc28-4a0b-4c94-8e79-185a9cf50de8,2026-04-14T17:57:19+00:00,15,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,1.743011,1.837335,0.948662,2,2,17,1,normal
2a51e919-6f70-4362-b235-0e0df3dc7712,2026-04-30T17:01:19+00:00,46,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,7.738368,52.844146,0.146438,2,1,17,3,normal
0b05df11-9373-4aa0-baa4-c5a56ee0d623,2026-04-12T03:36:19+00:00,44,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.663717,1.240607,0.534994,2,2,3,6,normal
8471b11a-4bce-4a5f-909f-af7283919bc0,2026-03-26T13:51:19+00:00,10,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,5.274810,38.233307,0.137964,1,1,13,3,normal
7f4e2387-040d-4b6a-b059-a401a8f08252,2026-03-21T16:34:19+00:00,25,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,1.110553,2.742995,0.404869,0,2,16,5,normal
888f0b50-8ecb-4f7f-906f-35e353aa8192,2026-04-20T11:00:19+00:00,27,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.500370,0.737766,0.678224,2,1,11,0,normal
30c54778-3809-430c-884b-9f89efb3e9ca,2026-04-01T12:28:19+00:00,28,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,7.515994,39.556577,0.190006,1,2,12,2,normal
6e6ddff8-82ec-44a5-9536-6e43ccf1d782,2026-04-14T10:57:19+00:00,48,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,6.049976,7.027949,0.860845,1,1,10,1,normal
bed38c7c-5b0e-4894-8666-1a568545b037,2026-03-29T21:55:19+00:00,41,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,9.435735,21.197206,0.445141,1,0,21,6,normal
1fef5117-2dff-4ceb-b003-e17b36ef08b1,2026-04-13T12:43:19+00:00,37,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.957621,5.523403,0.173375,1,1,12,0,normal
55fd25e5-8612-42a4-a816-82abc6416f58,2026-03-27T14:35:19+00:00,4,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,22.112600,50.687774,0.436251,4,0,14,4,normal
5b16f938-de79-4c2a-acf9-b6527d894847,2026-04-18T10:00:19+00:00,19,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.474020,2.027762,0.233765,2,1,10,5,normal
6550b9ad-d53f-4bf1-964e-4dbb027772bd,2026-03-19T10:14:19+00:00,10,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,22.434271,138.086911,0.162465,0,2,10,3,normal
0b47f58e-b99a-4ba2-961c-aab5ba7518bf,2026-03-24T13:21:19+00:00,21,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.180327,0.364258,0.495052,1,0,13,1,normal
be26287f-2f1c-49fb-8258-30b08021527a,2026-03-19T19:36:19+00:00,42,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,61.081828,488.416968,0.125061,3,1,19,3,normal
bd25371c-991d-4b60-9199-b06d717bf1ba,2026-03-25T16:33:19+00:00,43,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,53.884782,500.000000,0.107770,2,1,16,2,normal
275604da-57d1-47c9-839f-e5b2f9039f6c,2026-04-02T10:53:19+00:00,4,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,3.353417,12.173852,0.275461,1,1,10,3,normal
acabe468-df3b-4eb3-9c9f-dbbcf021d422,2026-04-13T15:17:19+00:00,10,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.720172,2.391072,0.301192,3,1,15,0,normal
26e306db-d6d5-4f0e-875c-0f53b22f1999,2026-03-17T17:47:19+00:00,18,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,75.454436,420.739312,0.179338,1,2,17,1,normal
4d19db38-d15e-43ad-80ff-08ff8be7a86b,2026-04-14T15:55:19+00:00,25,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,17.497848,31.599327,0.553741,3,2,15,1,normal
5f5445a3-53bf-4428-a8b3-84628d5cd58e,2026-03-18T11:37:19+00:00,7,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,11.635683,22.765191,0.511117,3,0,11,2,normal
598a842f-22f7-4964-a1dd-b393e09edc24,2026-04-22T14:18:19+00:00,35,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.251682,1.004204,0.250629,3,1,14,2,normal
cf0c98b3-fbaf-4b32-ad66-34d98fc15b12,2026-03-31T14:11:19+00:00,7,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,1.732426,27.765895,0.062394,1,1,14,1,normal
f842e023-6ce3-478d-ac59-6aa66791829e,2026-04-30T16:53:19+00:00,25,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.926663,2.250897,0.411686,2,1,16,3,normal
14d32d7d-877c-4c19-bb43-dc61af93ede8,2026-03-25T12:59:19+00:00,17,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,1.609101,9.272505,0.173535,3,1,12,2,normal
e4c00fb9-c222-474d-9979-65b39257e4e1,2026-04-07T10:07:19+00:00,32,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,17.170496,31.219083,0.550000,2,1,10,1,normal
1cc093a3-df3f-4e9f-a0b9-0ed2c43060be,2026-04-09T09:33:19+00:00,29,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,6.340848,65.909251,0.096206,2,2,9,3,normal
cee87c9c-87b1-453b-ab77-f712b178a640,2026-04-26T15:53:19+00:00,11,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.338559,0.479329,0.706319,3,3,15,6,normal
9880487a-d702-4f4c-9d22-8799c5d48c54,2026-04-13T11:18:19+00:00,38,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.431679,1.801828,0.239579,3,3,11,0,normal
812b4fa5-c5b3-4cc0-ac53-b7ced14e14f8,2026-04-25T12:59:19+00:00,42,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,28.089226,80.037973,0.350949,1,0,12,5,normal
6ccb4ecf-13f2-4031-a544-faf0b6516342,2026-04-29T08:42:19+00:00,42,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,1.277396,5.637501,0.226589,3,1,8,2,normal
7d985e14-eba3-4495-b3df-e70b0a8e51a5,2026-04-14T11:29:19+00:00,30,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,15.000000,43.066631,0.348297,2,1,11,1,normal
1a418c79-dbdd-46d9-a824-3cd7bee0f4c4,2026-03-25T16:10:19+00:00,39,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.308372,1.732543,0.177988,1,3,16,2,normal
40c789cd-994d-4033-8acb-26f4102ac09f,2026-04-23T16:57:19+00:00,8,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,2.229283,4.053241,0.550000,1,2,16,3,normal
bb8de20d-e58b-455e-9505-1323bd07b9d3,2026-03-30T12:07:19+00:00,31,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,2.229052,4.390839,0.507660,1,1,12,0,normal
1b339371-7670-4f6c-a0ab-790bb688fd4e,2026-03-17T18:09:19+00:00,19,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,0.624143,1.830419,0.340983,2,1,18,1,normal
50071a23-47c4-4289-b746-6d67f3b5d246,2026-03-18T14:19:19+00:00,10,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,20.605918,45.503502,0.452842,0,2,14,2,normal
d841b1f1-8fee-4a0d-98e2-4ecfcc2aa1a2,2026-04-26T15:07:19+00:00,7,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,5.803523,20.556976,0.282314,2,1,15,6,normal
3703c838-d512-46ba-ade0-42d614e5f709,2026-04-01T08:19:19+00:00,2,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,7.227588,17.291128,0.417994,3,2,8,2,normal
977579a8-7d1c-4159-b53b-c3b95433f137,2026-04-15T10:02:19+00:00,2,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,27.779539,122.271414,0.227196,2,1,10,2,normal
b3a4b6e0-0039-4887-a0d7-9416d35dce67,2026-04-05T09:52:19+00:00,27,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,4.151746,46.084151,0.090091,1,1,9,6,normal
3c286ecf-4b1a-4bc6-8a39-3b75b036b86d,2026-04-09T10:06:19+00:00,17,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,12.874135,42.709750,0.301433,1,0,10,3,normal
d47d5af7-d159-43d3-8489-7e672377eb50,2026-04-04T11:05:19+00:00,37,3,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,13.487394,53.949576,0.250000,2,2,11,5,normal
30131373-4e5a-448e-9bc9-7fe83f2d4a61,2026-04-05T11:06:19+00:00,28,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,64.328322,167.275741,0.384565,1,0,11,6,normal
ad105e1b-00cb-49f4-a5b1-5fa0ecad7385,2026-04-12T10:52:19+00:00,42,1,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,3.713899,22.859752,0.162465,1,1,10,6,normal
e064a3d4-be68-41a6-a268-de29e45b4031,2026-04-19T09:35:19+00:00,40,2,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,17.569439,93.430984,0.188047,3,1,9,6,normal
b0663c95-ffef-4d45-a324-d79bcd44dc98,2026-04-22T12:09:19+00:00,19,0,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,30.227133,158.262748,0.190993,2,3,12,2,normal
ea750623-bc1a-495b-b849-1df82d1aa82a,2026-04-26T13:35:19+00:00,31,4,0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC,1.738174,4.256308,0.408376,1,0,13,6,normal
